# t qw qx qy qz x y z vx vy vz p q r ax ay az
0.147 0.801825 -0.00998242 0.0122947 0.597349 4.53827 27.4329 13.0257 12.8574 -0.865635 0.0133952 -0.010363 0.0211566 0.257693 0.267296 1.16385 0.0150967 
0.148 0.801748 -0.00999132 0.0123014 0.597452 4.55113 27.432 13.0257 12.8563 -0.865042 0.0134002 -0.0103747 0.0211826 0.257982 0.275259 1.16375 0.0152575 
0.149 0.80167 -0.0100002 0.0123081 0.597556 4.56399 27.4311 13.0257 12.8553 -0.864441 0.0134052 -0.0103863 0.0212086 0.25827 0.28322 1.16365 0.0154185 
0.15 0.801593 -0.0100091 0.0123148 0.597659 4.57684 27.4303 13.0257 12.8543 -0.863834 0.01341 -0.0103978 0.0212346 0.258557 0.291179 1.16354 0.0155797 
0.151 0.801516 -0.0100181 0.0123215 0.597763 4.5897 27.4294 13.0257 12.8532 -0.863218 0.0134148 -0.0104094 0.0212605 0.258844 0.299135 1.16342 0.015741 
0.152 0.801438 -0.010027 0.0123282 0.597867 4.60255 27.4286 13.0257 12.8522 -0.862596 0.0134194 -0.0104208 0.0212863 0.259129 0.30709 1.16331 0.0159025 
0.153 0.80136 -0.0100359 0.0123349 0.597971 4.6154 27.4277 13.0258 12.8512 -0.861966 0.013424 -0.0104323 0.0213121 0.259414 0.315042 1.16319 0.0160642 
0.154 0.801282 -0.0100449 0.0123416 0.598075 4.62825 27.4268 13.0258 12.8501 -0.861329 0.0134284 -0.0104437 0.0213378 0.259698 0.322992 1.16307 0.016226 
0.155 0.801205 -0.0100539 0.0123483 0.598179 4.6411 27.426 13.0258 12.8491 -0.860685 0.0134327 -0.0104551 0.0213635 0.259981 0.33094 1.16294 0.016388 
0.156 0.801127 -0.0100628 0.0123551 0.598283 4.65395 27.4251 13.0258 12.8481 -0.860033 0.013437 -0.0104665 0.0213892 0.260263 0.338885 1.16282 0.0165502 
0.157 0.801049 -0.0100718 0.0123618 0.598387 4.6668 27.4242 13.0258 12.8471 -0.859374 0.0134411 -0.0104778 0.0214147 0.260545 0.346828 1.16269 0.0167125 
0.158 0.80097 -0.0100808 0.0123686 0.598491 4.67964 27.4234 13.0258 12.8461 -0.858707 0.0134452 -0.0104891 0.0214403 0.260825 0.354769 1.16255 0.016875 
0.159 0.800892 -0.0100898 0.0123754 0.598596 4.69249 27.4225 13.0258 12.8451 -0.858034 0.0134491 -0.0105004 0.0214658 0.261105 0.362707 1.16242 0.0170376 
0.16 0.800814 -0.0100989 0.0123821 0.5987 4.70533 27.4217 13.0259 12.844 -0.857353 0.013453 -0.0105116 0.0214912 0.261384 0.370642 1.16228 0.0172004 
0.161 0.800735 -0.0101079 0.0123889 0.598805 4.71818 27.4208 13.0259 12.843 -0.856664 0.0134567 -0.0105228 0.0215166 0.261662 0.378575 1.16213 0.0173633 
0.162 0.800657 -0.0101169 0.0123957 0.59891 4.73102 27.42 13.0259 12.842 -0.855969 0.0134604 -0.010534 0.0215419 0.261939 0.386506 1.16199 0.0175264 
0.163 0.800578 -0.010126 0.0124025 0.599015 4.74386 27.4191 13.0259 12.841 -0.855266 0.0134639 -0.0105451 0.0215672 0.262216 0.394433 1.16184 0.0176896 
0.164 0.800499 -0.010135 0.0124093 0.59912 4.7567 27.4183 13.0259 12.84 -0.854555 0.0134673 -0.0105562 0.0215924 0.262491 0.402358 1.16168 0.017853 
0.165 0.80042 -0.0101441 0.0124161 0.599225 4.76954 27.4174 13.0259 12.839 -0.853838 0.0134707 -0.0105673 0.0216176 0.262766 0.41028 1.16153 0.0180166 
0.166 0.800341 -0.0101532 0.0124229 0.59933 4.78238 27.4165 13.0259 12.838 -0.853113 0.0134739 -0.0105783 0.0216428 0.26304 0.418199 1.16137 0.0181803 
0.167 0.800262 -0.0101623 0.0124298 0.599435 4.79522 27.4157 13.026 12.837 -0.852381 0.013477 -0.0105893 0.0216678 0.263313 0.426115 1.16121 0.0183441 
0.168 0.800183 -0.0101714 0.0124366 0.599541 4.80805 27.4148 13.026 12.836 -0.851642 0.0134801 -0.0106003 0.0216929 0.263585 0.434029 1.16104 0.0185081 
0.169 0.800104 -0.0101805 0.0124435 0.599646 4.82089 27.414 13.026 12.835 -0.850895 0.013483 -0.0106112 0.0217178 0.263857 0.441939 1.16087 0.0186723 
0.17 0.800025 -0.0101896 0.0124503 0.599752 4.83372 27.4131 13.026 12.8341 -0.850141 0.0134858 -0.0106221 0.0217428 0.264127 0.449846 1.1607 0.0188365 
0.171 0.799945 -0.0101987 0.0124572 0.599857 4.84656 27.4123 13.026 12.8331 -0.84938 0.0134886 -0.010633 0.0217676 0.264397 0.45775 1.16052 0.019001 
0.172 0.799866 -0.0102079 0.012464 0.599963 4.85939 27.4114 13.026 12.8321 -0.848611 0.0134912 -0.0106438 0.0217925 0.264666 0.465651 1.16035 0.0191655 
0.173 0.799786 -0.010217 0.0124709 0.600069 4.87222 27.4106 13.026 12.8311 -0.847835 0.0134937 -0.0106546 0.0218172 0.264934 0.473549 1.16016 0.0193302 
0.174 0.799706 -0.0102262 0.0124778 0.600175 4.88505 27.4097 13.026 12.8301 -0.847052 0.0134961 -0.0106654 0.021842 0.265201 0.481443 1.15998 0.0194951 
0.175 0.799626 -0.0102354 0.0124847 0.600281 4.89788 27.4089 13.0261 12.8291 -0.846262 0.0134984 -0.0106761 0.0218666 0.265467 0.489334 1.15979 0.0196601 
0.176 0.799546 -0.0102445 0.0124916 0.600387 4.91071 27.408 13.0261 12.8282 -0.845464 0.0135007 -0.0106868 0.0218913 0.265733 0.497222 1.1596 0.0198252 
0.177 0.799466 -0.0102537 0.0124985 0.600493 4.92354 27.4072 13.0261 12.8272 -0.84466 0.0135028 -0.0106975 0.0219158 0.265997 0.505106 1.1594 0.0199905 
0.178 0.799386 -0.0102629 0.0125054 0.6006 4.93637 27.4064 13.0261 12.8262 -0.843847 0.0135048 -0.0107081 0.0219403 0.266261 0.512987 1.15921 0.0201559 
0.179 0.799306 -0.0102721 0.0125124 0.600706 4.94919 27.4055 13.0261 12.8253 -0.843028 0.0135067 -0.0107187 0.0219648 0.266524 0.520864 1.159 0.0203214 
0.18 0.799226 -0.0102814 0.0125193 0.600812 4.96202 27.4047 13.0261 12.8243 -0.842201 0.0135085 -0.0107293 0.0219892 0.266786 0.528738 1.1588 0.0204871 
0.181 0.799145 -0.0102906 0.0125262 0.600919 4.97484 27.4038 13.0261 12.8233 -0.841368 0.0135102 -0.0107398 0.0220136 0.267048 0.536608 1.15859 0.0206529 
0.182 0.799065 -0.0102998 0.0125332 0.601026 4.98766 27.403 13.0262 12.8224 -0.840526 0.0135118 -0.0107503 0.0220379 0.267308 0.544474 1.15838 0.0208188 
0.183 0.798984 -0.0103091 0.0125401 0.601133 5.00048 27.4022 13.0262 12.8214 -0.839678 0.0135133 -0.0107608 0.0220622 0.267568 0.552337 1.15816 0.0209849 
0.184 0.798904 -0.0103183 0.0125471 0.601239 5.01331 27.4013 13.0262 12.8204 -0.838822 0.0135147 -0.0107712 0.0220864 0.267827 0.560196 1.15794 0.0211511 
0.185 0.798823 -0.0103276 0.0125541 0.601346 5.02613 27.4005 13.0262 12.8195 -0.83796 0.0135159 -0.0107816 0.0221106 0.268085 0.568051 1.15772 0.0213174 
0.186 0.798742 -0.0103369 0.012561 0.601454 5.03894 27.3996 13.0262 12.8185 -0.83709 0.0135171 -0.010792 0.0221347 0.268342 0.575902 1.1575 0.0214839 
0.187 0.798661 -0.0103462 0.012568 0.601561 5.05176 27.3988 13.0262 12.8176 -0.836212 0.0135182 -0.0108024 0.0221587 0.268598 0.583749 1.15727 0.0216504 
0.188 0.79858 -0.0103554 0.012575 0.601668 5.06458 27.398 13.0262 12.8166 -0.835328 0.0135192 -0.0108127 0.0221828 0.268854 0.591592 1.15704 0.0218171 
0.189 0.798499 -0.0103648 0.012582 0.601775 5.0774 27.3971 13.0262 12.8157 -0.834436 0.0135201 -0.0108229 0.0222067 0.269108 0.599431 1.1568 0.021984 
0.19 0.798418 -0.0103741 0.012589 0.601883 5.09021 27.3963 13.0263 12.8147 -0.833537 0.0135208 -0.0108332 0.0222306 0.269362 0.607266 1.15656 0.0221509 
0.191 0.798337 -0.0103834 0.012596 0.60199 5.10302 27.3955 13.0263 12.8138 -0.832631 0.0135215 -0.0108434 0.0222545 0.269615 0.615096 1.15632 0.022318 
0.192 0.798255 -0.0103927 0.0126031 0.602098 5.11584 27.3946 13.0263 12.8129 -0.831718 0.013522 -0.0108536 0.0222783 0.269867 0.622923 1.15607 0.0224852 
0.193 0.798174 -0.0104021 0.0126101 0.602206 5.12865 27.3938 13.0263 12.8119 -0.830797 0.0135225 -0.0108637 0.0223021 0.270119 0.630745 1.15582 0.0226525 
0.194 0.798092 -0.0104114 0.0126171 0.602313 5.14146 27.393 13.0263 12.811 -0.829869 0.0135229 -0.0108738 0.0223258 0.270369 0.638563 1.15557 0.0228199 
0.195 0.79801 -0.0104208 0.0126242 0.602421 5.15427 27.3921 13.0263 12.81 -0.828934 0.0135231 -0.0108839 0.0223494 0.270619 0.646377 1.15531 0.0229874 
0.196 0.797929 -0.0104302 0.0126312 0.602529 5.16708 27.3913 13.0263 12.8091 -0.827992 0.0135232 -0.0108939 0.022373 0.270868 0.654186 1.15505 0.0231551 
0.197 0.797847 -0.0104395 0.0126383 0.602637 5.17989 27.3905 13.0264 12.8082 -0.827043 0.0135233 -0.0109039 0.0223966 0.271116 0.661991 1.15479 0.0233228 
0.198 0.797765 -0.0104489 0.0126454 0.602745 5.1927 27.3897 13.0264 12.8072 -0.826086 0.0135232 -0.0109139 0.0224201 0.271363 0.669791 1.15452 0.0234907 
0.199 0.797683 -0.0104583 0.0126524 0.602854 5.20551 27.3888 13.0264 12.8063 -0.825123 0.013523 -0.0109239 0.0224435 0.271609 0.677586 1.15425 0.0236587 
0.2 0.797601 -0.0104677 0.0126595 0.602962 5.21831 27.388 13.0264 12.8054 -0.824152 0.0135228 -0.0109338 0.0224669 0.271854 0.685377 1.15398 0.0238268 
0.201 0.797519 -0.0104771 0.0126666 0.60307 5.23112 27.3872 13.0264 12.8045 -0.823174 0.0135224 -0.0109437 0.0224903 0.272099 0.693163 1.1537 0.023995 
0.202 0.797436 -0.0104866 0.0126737 0.603179 5.24392 27.3864 13.0264 12.8036 -0.822189 0.0135219 -0.0109535 0.0225136 0.272343 0.700945 1.15342 0.0241633 
0.203 0.797354 -0.010496 0.0126808 0.603288 5.25672 27.3855 13.0264 12.8026 -0.821196 0.0135213 -0.0109633 0.0225368 0.272586 0.708722 1.15313 0.0243317 
0.204 0.797271 -0.0105055 0.0126879 0.603396 5.26953 27.3847 13.0265 12.8017 -0.820197 0.0135206 -0.0109731 0.02256 0.272828 0.716494 1.15284 0.0245002 
0.205 0.797189 -0.0105149 0.012695 0.603505 5.28233 27.3839 13.0265 12.8008 -0.81919 0.0135198 -0.0109829 0.0225832 0.273069 0.724261 1.15255 0.0246688 
0.206 0.797106 -0.0105244 0.0127022 0.603614 5.29513 27.3831 13.0265 12.7999 -0.818176 0.0135189 -0.0109926 0.0226063 0.27331 0.732023 1.15226 0.0248376 
0.207 0.797023 -0.0105338 0.0127093 0.603723 5.30793 27.3823 13.0265 12.799 -0.817155 0.0135179 -0.0110023 0.0226293 0.273549 0.73978 1.15196 0.0250064 
0.208 0.796941 -0.0105433 0.0127164 0.603832 5.32072 27.3814 13.0265 12.7981 -0.816127 0.0135167 -0.0110119 0.0226523 0.273788 0.747532 1.15165 0.0251753 
0.209 0.796858 -0.0105528 0.0127236 0.603941 5.33352 27.3806 13.0265 12.7972 -0.815092 0.0135155 -0.0110215 0.0226753 0.274026 0.755279 1.15135 0.0253443 
0.21 0.796775 -0.0105623 0.0127307 0.60405 5.34632 27.3798 13.0265 12.7963 -0.81405 0.0135142 -0.0110311 0.0226981 0.274263 0.76302 1.15104 0.0255135 
0.211 0.796692 -0.0105718 0.0127379 0.604159 5.35912 27.379 13.0265 12.7954 -0.813 0.0135127 -0.0110407 0.022721 0.274499 0.770757 1.15072 0.0256827 
0.212 0.796608 -0.0105813 0.0127451 0.604269 5.37191 27.3782 13.0266 12.7945 -0.811944 0.0135112 -0.0110502 0.0227438 0.274735 0.778488 1.15041 0.025852 
0.213 0.796525 -0.0105909 0.0127523 0.604378 5.3847 27.3774 13.0266 12.7936 -0.81088 0.0135095 -0.0110597 0.0227665 0.274969 0.786214 1.15008 0.0260214 
0.214 0.796442 -0.0106004 0.0127594 0.604487 5.3975 27.3766 13.0266 12.7927 -0.809809 0.0135078 -0.0110691 0.0227892 0.275203 0.793935 1.14976 0.0261909 
0.215 0.796358 -0.01061 0.0127666 0.604597 5.41029 27.3758 13.0266 12.7918 -0.808731 0.0135059 -0.0110785 0.0228118 0.275436 0.80165 1.14943 0.0263605 
0.216 0.796275 -0.0106195 0.0127738 0.604707 5.42308 27.3749 13.0266 12.7909 -0.807646 0.0135039 -0.0110879 0.0228344 0.275668 0.80936 1.1491 0.0265301 
0.217 0.796191 -0.0106291 0.012781 0.604816 5.43587 27.3741 13.0266 12.79 -0.806554 0.0135019 -0.0110973 0.022857 0.275899 0.817064 1.14876 0.0266999 
0.218 0.796108 -0.0106386 0.0127882 0.604926 5.44866 27.3733 13.0266 12.7891 -0.805455 0.0134997 -0.0111066 0.0228795 0.27613 0.824762 1.14842 0.0268697 
0.219 0.796024 -0.0106482 0.0127955 0.605036 5.46145 27.3725 13.0267 12.7882 -0.804349 0.0134974 -0.0111159 0.0229019 0.276359 0.832455 1.14808 0.0270397 
0.22 0.79594 -0.0106578 0.0128027 0.605146 5.47424 27.3717 13.0267 12.7874 -0.803236 0.013495 -0.0111251 0.0229243 0.276588 0.840143 1.14773 0.0272097 
0.221 0.795856 -0.0106674 0.0128099 0.605256 5.48702 27.3709 13.0267 12.7865 -0.802115 0.0134925 -0.0111344 0.0229466 0.276816 0.847824 1.14738 0.0273798 
0.222 0.795772 -0.010677 0.0128172 0.605366 5.49981 27.3701 13.0267 12.7856 -0.800988 0.0134899 -0.0111436 0.0229689 0.277043 0.8555 1.14702 0.0275499 
0.223 0.795688 -0.0106866 0.0128244 0.605477 5.5126 27.3693 13.0267 12.7847 -0.799853 0.0134871 -0.0111527 0.0229911 0.277269 0.86317 1.14667 0.0277202 
0.224 0.795604 -0.0106963 0.0128317 0.605587 5.52538 27.3685 13.0267 12.7838 -0.798712 0.0134843 -0.0111618 0.0230133 0.277494 0.870834 1.1463 0.0278905 
0.225 0.79552 -0.0107059 0.0128389 0.605697 5.53816 27.3677 13.0267 12.783 -0.797563 0.0134814 -0.0111709 0.0230354 0.277719 0.878492 1.14594 0.0280609 
0.226 0.795435 -0.0107155 0.0128462 0.605808 5.55095 27.3669 13.0267 12.7821 -0.796407 0.0134783 -0.01118 0.0230575 0.277943 0.886144 1.14557 0.0282314 
0.227 0.795351 -0.0107252 0.0128535 0.605918 5.56373 27.3661 13.0268 12.7812 -0.795245 0.0134752 -0.011189 0.0230795 0.278166 0.89379 1.14519 0.028402 
0.228 0.795266 -0.0107348 0.0128608 0.606029 5.57651 27.3653 13.0268 12.7804 -0.794075 0.0134719 -0.011198 0.0231015 0.278388 0.90143 1.14482 0.0285726 
0.229 0.795182 -0.0107445 0.0128681 0.60614 5.58929 27.3645 13.0268 12.7795 -0.792898 0.0134686 -0.011207 0.0231234 0.278609 0.909064 1.14444 0.0287433 
0.23 0.795097 -0.0107542 0.0128754 0.60625 5.60207 27.3638 13.0268 12.7786 -0.791715 0.0134651 -0.0112159 0.0231453 0.278829 0.916691 1.14405 0.0289141 
0.231 0.795012 -0.0107639 0.0128827 0.606361 5.61485 27.363 13.0268 12.7778 -0.790524 0.0134615 -0.0112248 0.0231671 0.279049 0.924313 1.14366 0.0290849 
0.232 0.794927 -0.0107736 0.01289 0.606472 5.62762 27.3622 13.0268 12.7769 -0.789326 0.0134578 -0.0112337 0.0231889 0.279267 0.931928 1.14327 0.0292559 
0.233 0.794842 -0.0107833 0.0128973 0.606583 5.6404 27.3614 13.0268 12.7761 -0.788121 0.013454 -0.0112425 0.0232106 0.279485 0.939536 1.14287 0.0294268 
0.234 0.794757 -0.010793 0.0129046 0.606694 5.65317 27.3606 13.0269 12.7752 -0.78691 0.0134501 -0.0112513 0.0232323 0.279702 0.947139 1.14247 0.0295979 
0.235 0.794672 -0.0108027 0.0129119 0.606805 5.66595 27.3598 13.0269 12.7744 -0.785691 0.0134461 -0.0112601 0.0232539 0.279919 0.954734 1.14207 0.029769 
0.236 0.794587 -0.0108124 0.0129193 0.606916 5.67872 27.359 13.0269 12.7735 -0.784465 0.013442 -0.0112688 0.0232755 0.280134 0.962324 1.14166 0.0299401 
0.237 0.794502 -0.0108221 0.0129266 0.607028 5.6915 27.3582 13.0269 12.7727 -0.783232 0.0134377 -0.0112775 0.023297 0.280348 0.969906 1.14125 0.0301114 
0.238 0.794416 -0.0108319 0.012934 0.607139 5.70427 27.3575 13.0269 12.7718 -0.781993 0.0134334 -0.0112862 0.0233185 0.280562 0.977482 1.14083 0.0302826 
0.239 0.794331 -0.0108416 0.0129413 0.60725 5.71704 27.3567 13.0269 12.771 -0.780746 0.0134289 -0.0112948 0.0233399 0.280775 0.985052 1.14041 0.030454 
0.24 0.794246 -0.0108514 0.0129487 0.607362 5.72981 27.3559 13.0269 12.7701 -0.779493 0.0134244 -0.0113034 0.0233613 0.280987 0.992614 1.13999 0.0306254 
0.241 0.79416 -0.0108612 0.0129561 0.607474 5.74258 27.3551 13.0269 12.7693 -0.778232 0.0134197 -0.011312 0.0233826 0.281198 1.00017 1.13956 0.0307968 
0.242 0.794074 -0.0108709 0.0129635 0.607585 5.75535 27.3543 13.027 12.7685 -0.776965 0.0134149 -0.0113205 0.0234039 0.281408 1.00772 1.13913 0.0309683 
0.243 0.793989 -0.0108807 0.0129708 0.607697 5.76812 27.3536 13.027 12.7676 -0.77569 0.0134101 -0.011329 0.0234251 0.281618 1.01526 1.13869 0.0311399 
0.244 0.793903 -0.0108905 0.0129782 0.607809 5.78088 27.3528 13.027 12.7668 -0.774409 0.0134051 -0.0113375 0.0234462 0.281827 1.0228 1.13825 0.0313115 
0.245 0.793817 -0.0109003 0.0129856 0.607921 5.79365 27.352 13.027 12.766 -0.773121 0.0134 -0.011346 0.0234674 0.282034 1.03032 1.13781 0.0314831 
0.246 0.793731 -0.0109101 0.012993 0.608032 5.80642 27.3512 13.027 12.7651 -0.771825 0.0133947 -0.0113544 0.0234884 0.282241 1.03785 1.13736 0.0316548 
0.247 0.793645 -0.0109199 0.0130005 0.608144 5.81918 27.3505 13.027 12.7643 -0.770523 0.0133894 -0.0113627 0.0235094 0.282448 1.04536 1.13691 0.0318266 
0.248 0.793559 -0.0109298 0.0130079 0.608257 5.83195 27.3497 13.027 12.7635 -0.769214 0.013384 -0.0113711 0.0235304 0.282653 1.05287 1.13646 0.0319983 
0.249 0.793472 -0.0109396 0.0130153 0.608369 5.84471 27.3489 13.0271 12.7627 -0.767898 0.0133785 -0.0113794 0.0235513 0.282857 1.06037 1.136 0.0321702 
0.25 0.793386 -0.0109494 0.0130227 0.608481 5.85747 27.3482 13.0271 12.7618 -0.766576 0.0133728 -0.0113877 0.0235722 0.283061 1.06786 1.13553 0.032342 
0.251 0.7933 -0.0109593 0.0130302 0.608593 5.87023 27.3474 13.0271 12.761 -0.765246 0.013367 -0.0113959 0.023593 0.283264 1.07534 1.13507 0.032514 
0.252 0.793213 -0.0109692 0.0130376 0.608705 5.88299 27.3466 13.0271 12.7602 -0.763909 0.0133612 -0.0114041 0.0236137 0.283466 1.08282 1.1346 0.0326859 
0.253 0.793127 -0.010979 0.0130451 0.608818 5.89575 27.3459 13.0271 12.7594 -0.762566 0.0133552 -0.0114123 0.0236344 0.283667 1.09029 1.13412 0.0328579 
0.254 0.79304 -0.0109889 0.0130525 0.60893 5.90851 27.3451 13.0271 12.7586 -0.761216 0.0133491 -0.0114205 0.0236551 0.283867 1.09775 1.13364 0.0330299 
0.255 0.792953 -0.0109988 0.01306 0.609043 5.92127 27.3443 13.0271 12.7578 -0.759859 0.0133429 -0.0114286 0.0236757 0.284067 1.10521 1.13316 0.033202 
0.256 0.792867 -0.0110087 0.0130675 0.609155 5.93403 27.3436 13.0271 12.757 -0.758495 0.0133366 -0.0114367 0.0236962 0.284265 1.11266 1.13267 0.0333741 
0.257 0.79278 -0.0110186 0.0130749 0.609268 5.94678 27.3428 13.0272 12.7562 -0.757124 0.0133302 -0.0114447 0.0237167 0.284463 1.1201 1.13218 0.0335462 
0.258 0.792693 -0.0110285 0.0130824 0.609381 5.95954 27.3421 13.0272 12.7554 -0.755746 0.0133236 -0.0114527 0.0237372 0.28466 1.12753 1.13169 0.0337183 
0.259 0.792606 -0.0110384 0.0130899 0.609494 5.97229 27.3413 13.0272 12.7545 -0.754362 0.013317 -0.0114607 0.0237576 0.284856 1.13495 1.13119 0.0338905 
0.26 0.792519 -0.0110483 0.0130974 0.609607 5.98505 27.3406 13.0272 12.7537 -0.752971 0.0133103 -0.0114687 0.023778 0.285052 1.14237 1.13068 0.0340627 
0.261 0.792432 -0.0110582 0.0131049 0.609719 5.9978 27.3398 13.0272 12.7529 -0.751573 0.0133034 -0.0114766 0.0237983 0.285246 1.14978 1.13018 0.0342349 
0.262 0.792345 -0.0110682 0.0131124 0.609832 6.01055 27.3391 13.0272 12.7522 -0.750168 0.0132964 -0.0114845 0.0238185 0.28544 1.15718 1.12967 0.0344072 
0.263 0.792257 -0.0110781 0.01312 0.609946 6.02331 27.3383 13.0272 12.7514 -0.748756 0.0132893 -0.0114923 0.0238387 0.285632 1.16457 1.12915 0.0345794 
0.264 0.79217 -0.0110881 0.0131275 0.610059 6.03606 27.3376 13.0273 12.7506 -0.747338 0.0132821 -0.0115002 0.0238588 0.285824 1.17196 1.12863 0.0347517 
0.265 0.792082 -0.011098 0.013135 0.610172 6.04881 27.3368 13.0273 12.7498 -0.745912 0.0132748 -0.0115079 0.0238789 0.286015 1.17934 1.12811 0.034924 
0.266 0.791995 -0.011108 0.0131425 0.610285 6.06156 27.3361 13.0273 12.749 -0.74448 0.0132674 -0.0115157 0.023899 0.286206 1.1867 1.12758 0.0350964 
0.267 0.791907 -0.011118 0.0131501 0.610398 6.07431 27.3353 13.0273 12.7482 -0.743042 0.0132599 -0.0115234 0.023919 0.286395 1.19406 1.12705 0.0352687 
0.268 0.79182 -0.011128 0.0131576 0.610512 6.08705 27.3346 13.0273 12.7474 -0.741596 0.0132523 -0.0115311 0.0239389 0.286584 1.20142 1.12651 0.0354411 
0.269 0.791732 -0.0111379 0.0131652 0.610625 6.0998 27.3338 13.0273 12.7466 -0.740144 0.0132445 -0.0115388 0.0239588 0.286772 1.20876 1.12597 0.0356134 
0.27 0.791644 -0.0111479 0.0131728 0.610739 6.11255 27.3331 13.0273 12.7459 -0.738685 0.0132367 -0.0115464 0.0239787 0.286958 1.2161 1.12543 0.0357858 
0.271 0.791556 -0.011158 0.0131803 0.610852 6.12529 27.3324 13.0273 12.7451 -0.737219 0.0132287 -0.011554 0.0239985 0.287145 1.22343 1.12488 0.0359582 
0.272 0.791468 -0.011168 0.0131879 0.610966 6.13804 27.3316 13.0274 12.7443 -0.735747 0.0132206 -0.0115616 0.0240182 0.28733 1.23074 1.12433 0.0361306 
0.273 0.79138 -0.011178 0.0131955 0.61108 6.15078 27.3309 13.0274 12.7435 -0.734268 0.0132124 -0.0115691 0.0240379 0.287514 1.23805 1.12378 0.036303 
0.274 0.791292 -0.011188 0.0132031 0.611193 6.16352 27.3302 13.0274 12.7427 -0.732782 0.0132041 -0.0115766 0.0240575 0.287698 1.24536 1.12321 0.0364754 
0.275 0.791204 -0.0111981 0.0132107 0.611307 6.17627 27.3294 13.0274 12.742 -0.731289 0.0131957 -0.0115841 0.0240771 0.287881 1.25265 1.12265 0.0366478 
0.276 0.791116 -0.0112081 0.0132183 0.611421 6.18901 27.3287 13.0274 12.7412 -0.72979 0.0131872 -0.0115915 0.0240966 0.288062 1.25994 1.12208 0.0368202 
0.277 0.791027 -0.0112182 0.0132259 0.611535 6.20175 27.328 13.0274 12.7404 -0.728284 0.0131785 -0.0115989 0.0241161 0.288244 1.26721 1.12151 0.0369926 
0.278 0.790939 -0.0112282 0.0132335 0.611649 6.21449 27.3272 13.0274 12.7397 -0.726771 0.0131698 -0.0116063 0.0241356 0.288424 1.27448 1.12093 0.037165 
0.279 0.790851 -0.0112383 0.0132411 0.611763 6.22723 27.3265 13.0275 12.7389 -0.725252 0.0131609 -0.0116136 0.0241549 0.288603 1.28174 1.12035 0.0373374 
0.28 0.790762 -0.0112484 0.0132487 0.611877 6.23997 27.3258 13.0275 12.7381 -0.723726 0.0131519 -0.0116209 0.0241743 0.288782 1.28899 1.11977 0.0375098 
0.281 0.790673 -0.0112584 0.0132563 0.611991 6.2527 27.3251 13.0275 12.7374 -0.722193 0.0131429 -0.0116282 0.0241936 0.288959 1.29623 1.11918 0.0376822 
0.282 0.790585 -0.0112685 0.013264 0.612105 6.26544 27.3244 13.0275 12.7366 -0.720654 0.0131337 -0.0116354 0.0242128 0.289136 1.30346 1.11858 0.0378546 
0.283 0.790496 -0.0112786 0.0132716 0.61222 6.27818 27.3236 13.0275 12.7359 -0.719108 0.0131244 -0.0116427 0.024232 0.289312 1.31068 1.11799 0.038027 
0.284 0.790407 -0.0112887 0.0132793 0.612334 6.29091 27.3229 13.0275 12.7351 -0.717556 0.0131149 -0.0116498 0.0242511 0.289488 1.3179 1.11738 0.0381994 
0.285 0.790318 -0.0112988 0.0132869 0.612448 6.30365 27.3222 13.0275 12.7344 -0.715997 0.0131054 -0.011657 0.0242702 0.289662 1.3251 1.11678 0.0383717 
0.286 0.790229 -0.0113089 0.0132946 0.612563 6.31638 27.3215 13.0275 12.7336 -0.714431 0.0130958 -0.0116641 0.0242892 0.289836 1.3323 1.11617 0.0385441 
0.287 0.79014 -0.0113191 0.0133023 0.612677 6.32911 27.3208 13.0276 12.7329 -0.712859 0.013086 -0.0116712 0.0243082 0.290008 1.33948 1.11555 0.0387164 
0.288 0.790051 -0.0113292 0.0133099 0.612792 6.34185 27.3201 13.0276 12.7321 -0.71128 0.0130761 -0.0116782 0.0243271 0.29018 1.34666 1.11494 0.0388887 
